0.932959	0.902833	-75.273327	-0.003205	0.000651	-0.999756	0.001181	-0.009036	-0.001621	0.063858	0.257864	0.279946	0.000000
0.930660	0.901475	-75.274618	-0.005639	0.001492	-1.000252	-0.000275	-0.008134	0.000160	0.063774	0.257817	0.279760	0.000000
0.929660	0.899662	-75.275759	-0.005334	0.001845	-1.001108	0.001028	-0.009764	0.000877	0.063814	0.257903	0.279863	0.002045
0.928562	0.898095	-75.275226	-0.005571	0.001956	-1.001841	-0.001737	-0.007686	0.002085	0.063816	0.257820	0.279806	0.002045
0.927539	0.896957	-75.274393	-0.005049	0.001825	-1.002693	-0.003920	-0.005903	0.002256	0.063778	0.257690	0.279917	0.002045
0.928675	0.896569	-75.275431	-0.004776	0.001332	-1.003417	-0.001278	-0.002891	0.001384	0.063482	0.257619	0.280204	0.001789
0.929162	0.895212	-75.274966	-0.006261	0.001093	-1.003288	-0.002016	-0.004193	0.002259	0.063484	0.257537	0.280060	0.002045
0.930788	0.894167	-75.275178	-0.008273	0.000730	-1.003402	0.003252	-0.002132	0.005933	0.063526	0.257540	0.280149	0.002045
0.930466	0.893521	-75.275076	-0.008331	0.000252	-1.003027	0.004421	-0.002027	0.008726	0.063525	0.257584	0.279893	0.002045
0.929400	0.893098	-75.276790	-0.005984	0.000258	-1.002539	0.004867	-0.000857	0.006818	0.063480	0.257662	0.280123	0.002045
0.929370	0.891216	-75.277985	-0.006743	0.000143	-1.002051	0.006324	-0.001755	0.006658	0.063611	0.257550	0.279978	0.001789
0.929507	0.890439	-75.278880	-0.005344	0.000637	-1.001325	0.007792	-0.000887	0.003712	0.063651	0.257637	0.279905	0.002045
0.928017	0.890926	-75.281728	-0.006024	0.001372	-1.000719	0.004739	0.001224	0.000942	0.063525	0.257586	0.279761	0.002045
0.926077	0.891367	-75.283258	-0.006619	0.001257	-1.000230	0.002118	0.002302	-0.000651	0.063482	0.257584	0.279497	0.002045
0.924272	0.889622	-75.283395	-0.007718	0.001383	-0.999865	-0.001972	0.001936	-0.000047	0.063607	0.257680	0.279427	0.002045
0.921757	0.888668	-75.285253	-0.005598	0.001744	-0.999992	-0.005771	0.001446	-0.003421	0.063521	0.257714	0.279386	0.002045
0.919423	0.888087	-75.286762	-0.006308	0.001854	-1.000730	-0.006940	0.001617	-0.004150	0.063476	0.257791	0.279616	0.001789
0.917964	0.889335	-75.289685	-0.005858	0.001481	-1.001459	-0.007656	0.004692	-0.005300	0.063308	0.257734	0.279602	0.002045
0.917435	0.889122	-75.292930	-0.005668	0.001229	-1.002306	-0.008972	0.005023	-0.007797	0.063348	0.257821	0.279661	0.002045
0.914810	0.887724	-75.292424	-0.008791	0.000866	-1.002303	-0.010732	0.003572	-0.003823	0.063263	0.257811	0.279832	0.002045
0.913625	0.884545	-75.293702	-0.007100	0.000736	-1.003034	-0.009888	-0.001687	-0.002984	0.063390	0.257822	0.279926	0.002045
0.910894	0.883611	-75.294815	-0.005783	0.000977	-1.002919	-0.010611	-0.000651	-0.003561	0.063430	0.257949	0.280122	0.001789
0.910761	0.882541	-75.294856	-0.006484	0.000979	-1.002796	-0.007832	0.000022	-0.002979	0.063475	0.257868	0.280242	0.002045
0.909811	0.883106	-75.297929	-0.005294	0.000738	-1.002793	-0.006213	0.002480	-0.005029	0.063471	0.257993	0.280305	0.002045
0.908992	0.882893	-75.298899	-0.007998	0.000981	-1.002674	-0.005055	0.000399	-0.001663	0.063432	0.257862	0.280504	0.002045
0.907955	0.883849	-75.300545	-0.006742	0.000744	-1.002306	-0.006365	0.001144	-0.000620	0.063389	0.257900	0.280464	0.002045
0.906453	0.883610	-75.300948	-0.006137	0.000261	-1.002180	-0.005781	0.001132	-0.000327	0.063390	0.257859	0.280414	0.001789
0.904592	0.884977	-75.301276	-0.005954	-0.000230	-1.002662	-0.005889	0.008392	-0.000417	0.063386	0.257986	0.280214	0.002045
0.903737	0.885897	-75.305251	-0.003981	0.000133	-1.002668	-0.003984	0.009546	-0.003951	0.063510	0.258121	0.280370	0.002045
0.903232	0.887288	-75.307560	-0.004961	0.000371	-1.003035	-0.003530	0.012606	-0.005992	0.063428	0.258029	0.280441	0.002045
0.902129	0.886452	-75.308414	-0.006112	0.000371	-1.002917	-0.003680	0.011727	-0.004523	0.063465	0.258200	0.280381	0.002045
0.902231	0.886614	-75.309302	-0.006819	0.000375	-1.002670	-0.002656	0.011986	-0.002612	0.063294	0.258228	0.280205	0.001789
0.903047	0.884320	-75.310647	-0.004707	0.000621	-1.002309	-0.000349	0.006283	-0.004435	0.063297	0.258104	0.280098	0.002045
0.902592	0.882203	-75.311371	-0.006164	0.001474	-1.001833	-0.000062	0.004958	-0.002825	0.063465	0.258203	0.280074	0.002045
0.902030	0.881671	-75.311043	-0.005194	0.001959	-1.001716	0.002126	0.004194	-0.003136	0.063511	0.258081	0.280188	0.002045
0.900703	0.881580	-75.310265	-0.007088	0.002320	-1.001725	0.000801	0.002294	0.001571	0.063806	0.258192	0.280082	0.002045
0.899787	0.880212	-75.313502	-0.005069	0.002804	-1.001850	0.001218	-0.001642	0.001537	0.063680	0.258139	0.280071	0.002045
0.900047	0.880012	-75.314882	-0.004755	0.002436	-1.002212	0.002981	0.000511	0.001104	0.063768	0.258021	0.280143	0.001789
0.899663	0.879982	-75.315688	-0.005078	0.002923	-1.001973	0.003122	-0.000509	0.001095	0.063728	0.257934	0.280128	0.002045
0.899760	0.879830	-75.316945	-0.004904	0.003161	-1.002341	0.003127	0.000513	0.000514	0.063858	0.257863	0.280077	0.002045
